Date : 2024-03-14 12:16:37
Directory : h:\inde\JakSurveillance
Total : 376 files,  2972 codes, 209 comments, 242 blanks, all 3423 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\backend\src\utils\pass.ts                                                     | TypeScript     |        -35 |        -18 |         -6 |        -59 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\backend\src\utils\validate.ts                                                 | TypeScript     |        -10 |         -7 |         -2 |        -19 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\backend\tsconfig.json                                                         | JSON           |        -20 |          0 |         -1 |        -21 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\backend\typedoc.json                                                          | JSON           |        -14 |          0 |         -1 |        -15 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\console.ps1                                                                   | PowerShell     |        -25 |         -9 |         -8 |        -42 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\README.md                                                            | Markdown       |        -16 |          0 |        -10 |        -26 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\build-date.cjs                                                       | JavaScript     |        -25 |         -4 |         -6 |        -35 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\index.html                                                           | HTML           |        -37 |          0 |         -3 |        -40 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\package.json                                                         | JSON           |        -71 |          0 |         -1 |        -72 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\postcss.config.js                                                    | JavaScript     |         -6 |          0 |         -1 |         -7 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\App.tsx                                                          | TypeScript JSX |        -32 |         -6 |         -5 |        -43 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\Logo.tsx                                              | TypeScript JSX |        -19 |         -9 |         -3 |        -31 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\ErrorAlert.tsx                                   | TypeScript JSX |        -43 |        -16 |         -4 |        -63 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\ServerStatus.tsx                                 | TypeScript JSX |        -65 |        -33 |         -6 |       -104 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\SuccessAlert.tsx                                 | TypeScript JSX |        -30 |        -16 |         -2 |        -48 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\admin\EditUserView.tsx                           | TypeScript JSX |       -259 |        -40 |        -18 |       -317 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\background\BackgroundContainer.tsx               | TypeScript JSX |        -38 |         -9 |         -5 |        -52 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\buttons\GeneralLinkButton.tsx                    | TypeScript JSX |        -18 |         -6 |         -2 |        -26 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\buttons\NavigationButton.tsx                     | TypeScript JSX |        -22 |         -7 |         -4 |        -33 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\buttons\StartViewButton.tsx                      | TypeScript JSX |        -14 |         -3 |         -3 |        -20 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\buttons\StepButton.tsx                           | TypeScript JSX |        -27 |         -7 |         -2 |        -36 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\cards\Card.tsx                                   | TypeScript JSX |        -25 |         -9 |         -3 |        -37 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\course\CourseData.tsx                            | TypeScript JSX |       -196 |        -27 |        -14 |       -237 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\course\CreateCourseCustom.tsx                    | TypeScript JSX |       -178 |        -60 |         -7 |       -245 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\course\CreateCourseEasy.tsx                      | TypeScript JSX |       -293 |        -21 |        -20 |       -334 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\course\StudentCourseGrid.tsx                     | TypeScript JSX |       -390 |        -37 |        -17 |       -444 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\course\attendance\AttendanceStatsTable.tsx       | TypeScript JSX |       -208 |        -25 |        -12 |       -245 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\course\attendance\AttendanceTable.tsx            | TypeScript JSX |       -164 |        -19 |        -11 |       -194 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\course\attendance\Attendees.tsx                  | TypeScript JSX |        -51 |         -9 |         -3 |        -63 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\course\attendance\CourseStudents.tsx             | TypeScript JSX |       -176 |        -49 |        -19 |       -244 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\course\createcourse\AddTeachers.tsx              | TypeScript JSX |        -85 |        -14 |        -10 |       -109 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\course\createcourse\CourseDetails.tsx            | TypeScript JSX |       -117 |        -12 |         -8 |       -137 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\course\createcourse\CreateCourseProgress.tsx     | TypeScript JSX |        -37 |        -11 |         -3 |        -51 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\course\createcourse\StepButtons.tsx              | TypeScript JSX |        -43 |        -12 |         -2 |        -57 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\course\createcourse\StudentList.tsx              | TypeScript JSX |       -224 |        -16 |         -6 |       -246 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\course\createcourse\TopicsGroupAndTopics.tsx     | TypeScript JSX |       -359 |        -44 |        -15 |       -418 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\course\createcourse\coursedetails\InputField.tsx | TypeScript JSX |        -38 |         -9 |         -2 |        -49 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\dropdown\VideoDropdown.tsx                       | TypeScript JSX |        -52 |        -15 |         -4 |        -71 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\modals\AttendanceInstructions.tsx                | TypeScript JSX |        -68 |          0 |         -5 |        -73 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\modals\ConfirmDialog.tsx                         | TypeScript JSX |        -61 |          0 |         -6 |        -67 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\modals\DeleteLectureModal.tsx                    | TypeScript JSX |        -96 |        -17 |         -5 |       -118 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\modals\DeleteModal.tsx                           | TypeScript JSX |        -60 |        -15 |         -3 |        -78 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\modals\EditTopicsModal.tsx                       | TypeScript JSX |       -120 |        -16 |         -3 |       -139 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\modals\WelcomeModal.tsx                          | TypeScript JSX |        -34 |        -11 |         -5 |        -50 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\main\titles\MainViewTitle.tsx                         | TypeScript JSX |        -12 |        -13 |         -4 |        -29 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\components\profiles\ProfileInfo.tsx                              | TypeScript JSX |       -130 |        -27 |        -10 |       -167 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\contexts\UserContext.tsx                                         | TypeScript JSX |        -41 |        -25 |         -3 |        -69 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\css\index.css                                                    | CSS            |        -29 |          0 |         -5 |        -34 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\css\logo.css                                                     | CSS            |        -67 |          0 |        -11 |        -78 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\hooks\ApiHooks.ts                                                | TypeScript     |       -840 |        -13 |        -40 |       -893 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\hooks\courseHooks.ts                                             | TypeScript     |        -36 |        -15 |         -3 |        -54 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\main.tsx                                                         | TypeScript JSX |         -9 |         -7 |         -2 |        -18 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\routes\AdminRoutes.tsx                                           | TypeScript JSX |        -28 |         -9 |         -2 |        -39 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\routes\AllRoutes.tsx                                             | TypeScript JSX |        -36 |         -1 |         -5 |        -42 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\routes\CounselorRoutes.tsx                                       | TypeScript JSX |        -20 |         -9 |         -2 |        -31 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\routes\StudentRoutes.tsx                                         | TypeScript JSX |        -27 |         -9 |         -2 |        -38 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\routes\TeacherRoutes.tsx                                         | TypeScript JSX |        -22 |         -9 |         -3 |        -34 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\routes\admin\AdminCourseRoutes.tsx                               | TypeScript JSX |        -17 |         -9 |         -2 |        -28 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\routes\admin\AdminLectureRoutes.tsx                              | TypeScript JSX |        -15 |          0 |         -3 |        -18 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\routes\admin\AdminSettingsRoutes.tsx                             | TypeScript JSX |        -13 |         -9 |         -2 |        -24 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\routes\admin\AdminUserRoutes.tsx                                 | TypeScript JSX |        -15 |         -9 |         -2 |        -26 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\routes\counselor\CounselorStudentRoutes.tsx                      | TypeScript JSX |        -20 |         -9 |         -2 |        -31 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\routes\teacher\TeacherAttendanceRoutes.tsx                       | TypeScript JSX |        -15 |         -9 |         -2 |        -26 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\routes\teacher\TeacherCoursesRoutes.tsx                          | TypeScript JSX |        -23 |         -9 |         -2 |        -34 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\routes\teacher\TeacherStudentsRoutes.tsx                         | TypeScript JSX |        -22 |        -10 |         -2 |        -34 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\routes\teacher\create\TeacherCreateCourseRoutes.tsx              | TypeScript JSX |        -17 |         -9 |         -2 |        -28 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\utils\exportData.tsx                                             | TypeScript JSX |       -232 |        -57 |        -21 |       -310 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\Footer.tsx                                                 | TypeScript JSX |        -12 |         -5 |         -2 |        -19 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\Header.tsx                                                 | TypeScript JSX |        -72 |        -22 |        -13 |       -107 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\Logout.tsx                                                 | TypeScript JSX |        -26 |        -35 |        -10 |        -71 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\Feedback.tsx                                          | TypeScript JSX |        -83 |         -1 |         -6 |        -90 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\Gdpr.tsx                                              | TypeScript JSX |       -172 |        -17 |         -4 |       -193 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\Login.tsx                                             | TypeScript JSX |       -111 |        -16 |         -6 |       -133 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\StartView.tsx                                         | TypeScript JSX |        -16 |         -8 |         -3 |        -27 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\admin\AdminCourses.tsx                                | TypeScript JSX |       -149 |        -25 |         -9 |       -183 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\admin\AdminFeedback.tsx                               | TypeScript JSX |          0 |          0 |         -1 |         -1 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\admin\AdminLectures.tsx                               | TypeScript JSX |       -247 |          0 |        -13 |       -260 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\admin\AdminMainView.tsx                               | TypeScript JSX |        -54 |         -8 |         -4 |        -66 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\admin\AdminNewUser.tsx                                | TypeScript JSX |       -172 |         -4 |        -15 |       -191 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\admin\AdminProfile.tsx                                | TypeScript JSX |        -18 |        -19 |         -3 |        -40 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\admin\AdminSettings.tsx                               | TypeScript JSX |       -169 |         -8 |         -9 |       -186 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\admin\AdminStats.tsx                                  | TypeScript JSX |       -121 |         -8 |        -15 |       -144 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\admin\AdminUsers.tsx                                  | TypeScript JSX |       -134 |        -13 |         -6 |       -153 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\admin\Courses\AdminCourseDetail.tsx                   | TypeScript JSX |       -166 |        -20 |        -17 |       -203 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\admin\Courses\AdminCourseModify.tsx                   | TypeScript JSX |       -208 |        -14 |        -12 |       -234 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\admin\Lectures\AdminLectureDetail.tsx                 | TypeScript JSX |       -116 |         -1 |         -8 |       -125 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\admin\Users\AdminUserModify.tsx                       | TypeScript JSX |        -57 |        -64 |         -5 |       -126 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\counselor\CounselorCourseStats.tsx                    | TypeScript JSX |         -6 |          0 |         -2 |         -8 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\counselor\CounselorHelpVideos.tsx                     | TypeScript JSX |        -34 |        -47 |         -4 |        -85 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\counselor\CounselorMainView.tsx                       | TypeScript JSX |        -28 |         -8 |         -3 |        -39 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\counselor\CounselorProfile.tsx                        | TypeScript JSX |        -20 |        -23 |         -3 |        -46 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\counselor\students\CounselorStudentAttendances.tsx    | TypeScript JSX |         -6 |          0 |         -2 |         -8 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\counselor\students\CounselorStudentDetail.tsx         | TypeScript JSX |         -6 |          0 |         -2 |         -8 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\counselor\students\CounselorStudentsView.tsx          | TypeScript JSX |         -6 |          0 |         -2 |         -8 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\student\StudentCourseAttendance.tsx                   | TypeScript JSX |       -155 |        -46 |        -19 |       -220 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\student\StudentCourses.tsx                            | TypeScript JSX |        -62 |        -35 |         -9 |       -106 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\student\StudentHelpVideos.tsx                         | TypeScript JSX |        -21 |         -5 |         -2 |        -28 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\student\StudentMainView.tsx                           | TypeScript JSX |        -38 |        -15 |         -2 |        -55 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\student\StudentProfile.tsx                            | TypeScript JSX |        -30 |        -15 |         -5 |        -50 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\student\StudentQrScanner.tsx                          | TypeScript JSX |       -113 |        -16 |         -9 |       -138 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\student\StudentQrSelectScanner.tsx                    | TypeScript JSX |       -153 |        -16 |        -11 |       -180 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\teacher\Attendance\TeacherAttendanceRoom.tsx          | TypeScript JSX |       -342 |        -75 |        -26 |       -443 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\teacher\Attendance\TeacherCreateLecture.tsx           | TypeScript JSX |       -438 |        -39 |        -33 |       -510 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCourseAttendances.tsx          | TypeScript JSX |       -151 |        -12 |         -9 |       -172 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCourseDetail.tsx               | TypeScript JSX |        -62 |         -9 |         -4 |        -75 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCourseModify.tsx               | TypeScript JSX |       -229 |        -11 |        -22 |       -262 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCourseStats.tsx                | TypeScript JSX |       -224 |        -29 |        -19 |       -272 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCourses.tsx                    | TypeScript JSX |       -107 |        -12 |         -7 |       -126 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\teacher\Courses\TeacherCreateCourse.tsx               | TypeScript JSX |        -25 |         -7 |         -4 |        -36 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\teacher\Students\TeacherStudentAttendances.tsx        | TypeScript JSX |       -169 |        -30 |        -17 |       -216 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\teacher\Students\TeacherStudentDetail.tsx             | TypeScript JSX |       -163 |        -26 |        -12 |       -201 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\teacher\Students\TeacherStudentModify.tsx             | TypeScript JSX |        -46 |        -14 |         -6 |        -66 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\teacher\Students\TeacherStudentsView.tsx              | TypeScript JSX |       -207 |        -19 |        -15 |       -241 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\teacher\TeacherHelpVideos.tsx                         | TypeScript JSX |        -51 |         -5 |         -4 |        -60 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\teacher\TeacherMainView.tsx                           | TypeScript JSX |        -96 |        -13 |         -7 |       -116 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\views\main\teacher\TeacherProfile.tsx                            | TypeScript JSX |        -36 |         -6 |         -7 |        -49 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\src\vite-env.d.ts                                                    | TypeScript     |          0 |         -1 |         -1 |         -2 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\tailwind.config.js                                                   | JavaScript     |        -51 |         -1 |         -3 |        -55 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\tsconfig.json                                                        | JSON           |        -31 |         -2 |         -1 |        -34 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\tsconfig.node.json                                                   | JSON           |        -10 |          0 |         -1 |        -11 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\typedoc.json                                                         | JSON           |        -17 |          0 |         -1 |        -18 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\frontend\vite.config.ts                                                       | TypeScript     |        -40 |        -16 |         -4 |        -60 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\gitpull.ps1                                                                   | PowerShell     |        -13 |          0 |          0 |        -13 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\package.json                                                                  | JSON           |        -20 |          0 |         -1 |        -21 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\packagesnapper.ps1                                                            | PowerShell     |        -11 |         -6 |         -5 |        -22 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\serversideconf\.prettierignore                                                | Ignore         |         -1 |          0 |          0 |         -1 |
| c:\Users\moxch\OneDrive\Asiakirjat\GitHub\JakSurveillance\serversideconf\readme.md                                                      | Markdown       |        -47 |          0 |        -13 |        -60 |
| h:\inde\JakSurveillance\.eslintrc.cjs                                                                                                   | JavaScript     |         26 |          0 |          1 |         27 |
| h:\inde\JakSurveillance\.github\workflows\deployextra.yml                                                                               | YAML           |         53 |          8 |          9 |         70 |
| h:\inde\JakSurveillance\.prettierrc                                                                                                     | JSON           |         10 |          0 |          1 |         11 |
| h:\inde\JakSurveillance\HowToStart.md                                                                                                   | Markdown       |         16 |          0 |         10 |         26 |
| h:\inde\JakSurveillance\Readme.md                                                                                                       | Markdown       |         84 |          0 |         28 |        112 |
| h:\inde\JakSurveillance\StudentCustomQrScanner.tsx                                                                                      | TypeScript JSX |         65 |          0 |          9 |         74 |
| h:\inde\JakSurveillance\backend\README.md                                                                                               | Markdown       |         18 |          0 |         16 |         34 |
| h:\inde\JakSurveillance\backend\database\createusers.sql                                                                                | SQL            |          7 |          1 |          2 |         10 |
| h:\inde\JakSurveillance\backend\database\feedback.sql                                                                                   | SQL            |         10 |          0 |          0 |         10 |
| h:\inde\JakSurveillance\backend\database\jaksec.sql                                                                                     | SQL            |        190 |         35 |         40 |        265 |
| h:\inde\JakSurveillance\backend\ecosystem.config.cjs                                                                                    | JavaScript     |         22 |          0 |          1 |         23 |
| h:\inde\JakSurveillance\backend\package.json                                                                                            | JSON           |         80 |          0 |          1 |         81 |
| h:\inde\JakSurveillance\backend\src\config\createPool.ts                                                                                | TypeScript     |         47 |         25 |          7 |         79 |
| h:\inde\JakSurveillance\backend\src\controllers\admincontroller.ts                                                                      | TypeScript     |         43 |         46 |          3 |         92 |
| h:\inde\JakSurveillance\backend\src\controllers\attendancecontroller.ts                                                                 | TypeScript     |        188 |         92 |         22 |        302 |
| h:\inde\JakSurveillance\backend\src\controllers\coursecontroller.ts                                                                     | TypeScript     |        349 |         87 |         31 |        467 |
| h:\inde\JakSurveillance\backend\src\controllers\lecturecontroller.ts                                                                    | TypeScript     |        101 |         42 |         17 |        160 |
| h:\inde\JakSurveillance\backend\src\controllers\topicgroupcontroller.ts                                                                 | TypeScript     |        166 |         48 |         10 |        224 |
| h:\inde\JakSurveillance\backend\src\jaksecfileserver.ts                                                                                 | TypeScript     |         14 |         34 |          8 |         56 |
| h:\inde\JakSurveillance\backend\src\jaksecserver.ts                                                                                     | TypeScript     |         50 |         69 |         16 |        135 |
| h:\inde\JakSurveillance\backend\src\models\attendancemodel.ts                                                                           | TypeScript     |        232 |         79 |         26 |        337 |
| h:\inde\JakSurveillance\backend\src\models\courseinstructormodel.ts                                                                     | TypeScript     |         15 |          7 |          4 |         26 |
| h:\inde\JakSurveillance\backend\src\models\coursemodel.ts                                                                               | TypeScript     |        457 |        234 |         24 |        715 |
| h:\inde\JakSurveillance\backend\src\models\coursetopicmodel.ts                                                                          | TypeScript     |         24 |         12 |          5 |         41 |
| h:\inde\JakSurveillance\backend\src\models\lecturemodel.ts                                                                              | TypeScript     |        307 |        181 |         18 |        506 |
| h:\inde\JakSurveillance\backend\src\models\rolemodel.ts                                                                                 | TypeScript     |         61 |         45 |          9 |        115 |
| h:\inde\JakSurveillance\backend\src\models\serversettingsmodel.ts                                                                       | TypeScript     |         43 |         20 |          3 |         66 |
| h:\inde\JakSurveillance\backend\src\models\studentgroupmodel.ts                                                                         | TypeScript     |         64 |         44 |         11 |        119 |
| h:\inde\JakSurveillance\backend\src\models\topicgroupmodel.ts                                                                           | TypeScript     |        108 |         66 |         15 |        189 |
| h:\inde\JakSurveillance\backend\src\models\topicingroupmodel.ts                                                                         | TypeScript     |         24 |         21 |          5 |         50 |
| h:\inde\JakSurveillance\backend\src\models\topicmodel.ts                                                                                | TypeScript     |        124 |         69 |          7 |        200 |
| h:\inde\JakSurveillance\backend\src\models\usercourse_topicsmodel.ts                                                                    | TypeScript     |         61 |         27 |         10 |         98 |
| h:\inde\JakSurveillance\backend\src\models\usercoursemodel.ts                                                                           | TypeScript     |         79 |         45 |          6 |        130 |
| h:\inde\JakSurveillance\backend\src\models\userfeedbackmodel.ts                                                                         | TypeScript     |         39 |         20 |          6 |         65 |
| h:\inde\JakSurveillance\backend\src\models\usermodel.ts                                                                                 | TypeScript     |        442 |        145 |         35 |        622 |
