"filename", "language", "Markdown", "JavaScript", "TypeScript JSX", "HTML", "PowerShell", "JSON", "TypeScript", "CSS", "Ignore", "SQL", "YAML", "comment", "blank", "total"
"h:\inde\JakSurveillance\backend\src\routes\course\attendanceRoutes.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 410, 0, 0, 0, 0, 123, 16, 549
"h:\inde\JakSurveillance\backend\src\routes\course\topicRoutes.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 178, 0, 0, 0, 0, 39, 11, 228
"h:\inde\JakSurveillance\backend\src\routes\courseroutes.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 593, 0, 0, 0, 0, 141, 30, 764
"h:\inde\JakSurveillance\backend\src\routes\secureroutes.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 32, 6, 228
"h:\inde\JakSurveillance\backend\src\routes\userroutes.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 213, 0, 0, 0, 0, 28, 10, 251
"h:\inde\JakSurveillance\backend\src\sockets\socketHandlers.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 486, 0, 0, 0, 0, 126, 36, 648
"h:\inde\JakSurveillance\backend\src\tests\checkRole.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 2, 6, 51
"h:\inde\JakSurveillance\backend\src\types.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 117, 8, 211
"h:\inde\JakSurveillance\backend\src\utils\auth.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 8, 1, 67
"h:\inde\JakSurveillance\backend\src\utils\checkRole.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 6, 2, 18
"h:\inde\JakSurveillance\backend\src\utils\doFetch.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 16, 7, 57
"h:\inde\JakSurveillance\backend\src\utils\errors.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 16, 4, 33
"h:\inde\JakSurveillance\backend\src\utils\getToken.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 4, 3, 30
"h:\inde\JakSurveillance\backend\src\utils\logger.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 22, 8, 43
"h:\inde\JakSurveillance\backend\src\utils\opendata.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 16, 4, 59
"h:\inde\JakSurveillance\backend\src\utils\pass.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 18, 6, 59
"h:\inde\JakSurveillance\backend\src\utils\readLogFile.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 19, 2, 54
"h:\inde\JakSurveillance\backend\src\utils\settingFetcher.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 2, 24
"h:\inde\JakSurveillance\backend\src\utils\validate.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 7, 2, 19
"h:\inde\JakSurveillance\backend\tsconfig.json", "JSON", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 1, 21
"h:\inde\JakSurveillance\backend\typedoc.json", "JSON", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"h:\inde\JakSurveillance\console.ps1", "PowerShell", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 9, 8, 42
"h:\inde\JakSurveillance\frontend\README.md", "Markdown", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 26
"h:\inde\JakSurveillance\frontend\build-date.cjs", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 35
"h:\inde\JakSurveillance\frontend\index.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 3, 40
"h:\inde\JakSurveillance\frontend\package.json", "JSON", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 1, 72
"h:\inde\JakSurveillance\frontend\postcss.config.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"h:\inde\JakSurveillance\frontend\src\App.tsx", "TypeScript JSX", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 43
"h:\inde\JakSurveillance\frontend\src\components\Logo.tsx", "TypeScript JSX", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 31
"h:\inde\JakSurveillance\frontend\src\components\main\ErrorAlert.tsx", "TypeScript JSX", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 16, 4, 63
"h:\inde\JakSurveillance\frontend\src\components\main\MovingLogo.tsx", "TypeScript JSX", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"h:\inde\JakSurveillance\frontend\src\components\main\NewStudentUser.tsx", "TypeScript JSX", 0, 0, 245, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26, 276
"h:\inde\JakSurveillance\frontend\src\components\main\ServerStatus.tsx", "TypeScript JSX", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 33, 6, 112
"h:\inde\JakSurveillance\frontend\src\components\main\SuccessAlert.tsx", "TypeScript JSX", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 16, 2, 48
"h:\inde\JakSurveillance\frontend\src\components\main\admin\AdminLogsTable.tsx", "TypeScript JSX", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 91
"h:\inde\JakSurveillance\frontend\src\components\main\admin\EditUserView.tsx", "TypeScript JSX", 0, 0, 289, 0, 0, 0, 0, 0, 0, 0, 0, 35, 24, 348
"h:\inde\JakSurveillance\frontend\src\components\main\admin\LecturesByDayChart.tsx", "TypeScript JSX", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 85
"h:\inde\JakSurveillance\frontend\src\components\main\background\BackgroundContainer.tsx", "TypeScript JSX", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 52
"h:\inde\JakSurveillance\frontend\src\components\main\buttons\GeneralLinkButton.tsx", "TypeScript JSX", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 26
"h:\inde\JakSurveillance\frontend\src\components\main\buttons\NavigationButton.tsx", "TypeScript JSX", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 33
"h:\inde\JakSurveillance\frontend\src\components\main\buttons\StartViewButton.tsx", "TypeScript JSX", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 20
"h:\inde\JakSurveillance\frontend\src\components\main\buttons\StepButton.tsx", "TypeScript JSX", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 36
"h:\inde\JakSurveillance\frontend\src\components\main\cards\Card.tsx", "TypeScript JSX", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 41
"h:\inde\JakSurveillance\frontend\src\components\main\cards\FeedbackCard.tsx", "TypeScript JSX", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"h:\inde\JakSurveillance\frontend\src\components\main\course\CourseData.tsx", "TypeScript JSX", 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 27, 14, 237
"h:\inde\JakSurveillance\frontend\src\components\main\course\CreateCourseCustom.tsx", "TypeScript JSX", 0, 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 60, 7, 245
"h:\inde\JakSurveillance\frontend\src\components\main\course\CreateCourseEasy.tsx", "TypeScript JSX", 0, 0, 293, 0, 0, 0, 0, 0, 0, 0, 0, 21, 20, 334
"h:\inde\JakSurveillance\frontend\src\components\main\course\StudentCourseGrid.tsx", "TypeScript JSX", 0, 0, 390, 0, 0, 0, 0, 0, 0, 0, 0, 37, 17, 444
"h:\inde\JakSurveillance\frontend\src\components\main\course\attendance\AttendanceStatsTable.tsx", "TypeScript JSX", 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 25, 12, 245
"h:\inde\JakSurveillance\frontend\src\components\main\course\attendance\AttendanceTable.tsx", "TypeScript JSX", 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 19, 11, 194
"h:\inde\JakSurveillance\frontend\src\components\main\course\attendance\Attendees.tsx", "TypeScript JSX", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 63
"h:\inde\JakSurveillance\frontend\src\components\main\course\attendance\CheckOpenLectures.tsx", "TypeScript JSX", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 54
"h:\inde\JakSurveillance\frontend\src\components\main\course\attendance\CourseStudents.tsx", "TypeScript JSX", 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 49, 19, 257
"h:\inde\JakSurveillance\frontend\src\components\main\course\createcourse\AddTeachers.tsx", "TypeScript JSX", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 14, 10, 109
"h:\inde\JakSurveillance\frontend\src\components\main\course\createcourse\CourseDetails.tsx", "TypeScript JSX", 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 137
"h:\inde\JakSurveillance\frontend\src\components\main\course\createcourse\CreateCourseProgress.tsx", "TypeScript JSX", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 51
"h:\inde\JakSurveillance\frontend\src\components\main\course\createcourse\StepButtons.tsx", "TypeScript JSX", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 57
"h:\inde\JakSurveillance\frontend\src\components\main\course\createcourse\StudentList.tsx", "TypeScript JSX", 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 246
"h:\inde\JakSurveillance\frontend\src\components\main\course\createcourse\TopicsGroupAndTopics.tsx", "TypeScript JSX", 0, 0, 359, 0, 0, 0, 0, 0, 0, 0, 0, 44, 15, 418
"h:\inde\JakSurveillance\frontend\src\components\main\course\createcourse\coursedetails\InputField.tsx", "TypeScript JSX", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 49
"h:\inde\JakSurveillance\frontend\src\components\main\dropdown\VideoDropdown.tsx", "TypeScript JSX", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 15, 4, 71
"h:\inde\JakSurveillance\frontend\src\components\main\modals\AttendanceInstructions.tsx", "TypeScript JSX", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 71
"h:\inde\JakSurveillance\frontend\src\components\main\modals\ConfirmDialog.tsx", "TypeScript JSX", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 67
"h:\inde\JakSurveillance\frontend\src\components\main\modals\DeleteLectureModal.tsx", "TypeScript JSX", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 17, 5, 118
"h:\inde\JakSurveillance\frontend\src\components\main\modals\DeleteModal.tsx", "TypeScript JSX", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 15, 3, 78
"h:\inde\JakSurveillance\frontend\src\components\main\modals\EditTopicsModal.tsx", "TypeScript JSX", 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 16, 3, 139
"h:\inde\JakSurveillance\frontend\src\components\main\modals\WelcomeModal.tsx", "TypeScript JSX", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 50
"h:\inde\JakSurveillance\frontend\src\components\main\newUser\CourseSelect.tsx", "TypeScript JSX", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 47
"h:\inde\JakSurveillance\frontend\src\components\main\newUser\FormInput.tsx", "TypeScript JSX", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"h:\inde\JakSurveillance\frontend\src\components\main\newUser\StudentGroupSelect.tsx", "TypeScript JSX", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 40
"h:\inde\JakSurveillance\frontend\src\components\main\newUser\SubmitButton.tsx", "TypeScript JSX", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"h:\inde\JakSurveillance\frontend\src\components\main\titles\MainViewTitle.tsx", "TypeScript JSX", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 29
"h:\inde\JakSurveillance\frontend\src\components\profiles\ProfileInfo.tsx", "TypeScript JSX", 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 167
"h:\inde\JakSurveillance\frontend\src\contexts\UserContext.tsx", "TypeScript JSX", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 25, 3, 69
"h:\inde\JakSurveillance\frontend\src\css\index.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 5, 34
"h:\inde\JakSurveillance\frontend\src\css\logo.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 11, 78
"h:\inde\JakSurveillance\frontend\src\hooks\ApiHooks.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 1006, 0, 0, 0, 0, 13, 51, 1070
"h:\inde\JakSurveillance\frontend\src\hooks\courseHooks.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 15, 3, 54
"h:\inde\JakSurveillance\frontend\src\main.tsx", "TypeScript JSX", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 18
"h:\inde\JakSurveillance\frontend\src\routes\AdminRoutes.tsx", "TypeScript JSX", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 41
"h:\inde\JakSurveillance\frontend\src\routes\AllRoutes.tsx", "TypeScript JSX", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 43
"h:\inde\JakSurveillance\frontend\src\routes\CounselorRoutes.tsx", "TypeScript JSX", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 38
"h:\inde\JakSurveillance\frontend\src\routes\StudentRoutes.tsx", "TypeScript JSX", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 44
"h:\inde\JakSurveillance\frontend\src\routes\TeacherRoutes.tsx", "TypeScript JSX", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 44
"h:\inde\JakSurveillance\frontend\src\routes\admin\AdminCourseRoutes.tsx", "TypeScript JSX", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 28
"h:\inde\JakSurveillance\frontend\src\routes\admin\AdminLectureRoutes.tsx", "TypeScript JSX", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"h:\inde\JakSurveillance\frontend\src\routes\admin\AdminSettingsRoutes.tsx", "TypeScript JSX", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 24
"h:\inde\JakSurveillance\frontend\src\routes\admin\AdminUserRoutes.tsx", "TypeScript JSX", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 26
"h:\inde\JakSurveillance\frontend\src\routes\counselor\CounselorStudentRoutes.tsx", "TypeScript JSX", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 33
"h:\inde\JakSurveillance\frontend\src\routes\teacher\TeacherAttendanceRoutes.tsx", "TypeScript JSX", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 28
"h:\inde\JakSurveillance\frontend\src\routes\teacher\TeacherCoursesRoutes.tsx", "TypeScript JSX", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 34
"h:\inde\JakSurveillance\frontend\src\routes\teacher\TeacherStudentsRoutes.tsx", "TypeScript JSX", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 34
"h:\inde\JakSurveillance\frontend\src\routes\teacher\create\TeacherCreateCourseRoutes.tsx", "TypeScript JSX", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 28
"h:\inde\JakSurveillance\frontend\src\utils\exportData.tsx", "TypeScript JSX", 0, 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 57, 21, 310
"h:\inde\JakSurveillance\frontend\src\views\Footer.tsx", "TypeScript JSX", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 19, 8, 61
"h:\inde\JakSurveillance\frontend\src\views\Header.tsx", "TypeScript JSX", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 22, 13, 110
"h:\inde\JakSurveillance\frontend\src\views\Logout.tsx", "TypeScript JSX", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 35, 10, 71
"h:\inde\JakSurveillance\frontend\src\views\main\Feedback.tsx", "TypeScript JSX", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 117
"h:\inde\JakSurveillance\frontend\src\views\main\Gdpr.tsx", "TypeScript JSX", 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 17, 4, 193
"h:\inde\JakSurveillance\frontend\src\views\main\Login.tsx", "TypeScript JSX", 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 136
"h:\inde\JakSurveillance\frontend\src\views\main\StartView.tsx", "TypeScript JSX", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 27
"h:\inde\JakSurveillance\frontend\src\views\main\Team.tsx", "TypeScript JSX", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminCourses.tsx", "TypeScript JSX", 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 25, 9, 183
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminDashboard.tsx", "TypeScript JSX", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 99
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminErrorLogs.tsx", "TypeScript JSX", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 84
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminFeedback.tsx", "TypeScript JSX", 0, 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 182
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminGuide.tsx", "TypeScript JSX", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 38
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminLectures.tsx", "TypeScript JSX", 0, 0, 400, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21, 428
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminLogs.tsx", "TypeScript JSX", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 82
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminMainView.tsx", "TypeScript JSX", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 66
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminNewUser.tsx", "TypeScript JSX", 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 9, 24, 289
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminProfile.tsx", "TypeScript JSX", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 19, 3, 40
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminSettings.tsx", "TypeScript JSX", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 186
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminStats.tsx", "TypeScript JSX", 0, 0, 213, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 234
"h:\inde\JakSurveillance\frontend\src\views\main\admin\AdminUsers.tsx", "TypeScript JSX", 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 13, 6, 153
"h:\inde\JakSurveillance\frontend\src\views\main\admin\Courses\AdminCourseDetail.tsx", "TypeScript JSX", 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 20, 17, 203
"h:\inde\JakSurveillance\frontend\src\views\main\admin\Courses\AdminCourseModify.tsx", "TypeScript JSX", 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 14, 12, 234
"h:\inde\JakSurveillance\frontend\src\views\main\admin\Lectures\AdminLectureDetail.tsx", "TypeScript JSX", 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 198
"h:\inde\JakSurveillance\frontend\src\views\main\admin\Users\AdminUserModify.tsx", "TypeScript JSX", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 64, 5, 126
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\CounselorCourseStats.tsx", "TypeScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\CounselorHelpVideos.tsx", "TypeScript JSX", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 47, 4, 85
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\CounselorMainView.tsx", "TypeScript JSX", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 46
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\CounselorProfile.tsx", "TypeScript JSX", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 23, 3, 46
"h:\inde\JakSurveillance\frontend\src\views\main\counselor\students\CounselorLateEnrollment.tsx", "TypeScript JSX", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
